date,category,sub_category,product,price,quantity,total_sales
2025-04-27,supermarket,none,rice,51777,21,1087317
2025-03-14,electronics,none,mobile,23040,26,599040
2025-10-05,stationary,none,notebook,16357,6,98142
2025-12-05,electronics,none,smartwatch,42895,27,1158165
2025-01-03,stationary,none,pen,32347,29,938063
2025-11-24,supermarket,none,rice,26367,14,369138
2025-04-17,clothes,men,shirt,27975,13,363675
2025-07-23,supermarket,none,rice,30173,10,301730
2025-02-27,clothes,men,shirt,39048,28,1093344
2025-05-19,stationary,none,pen,3434,2,6868
2025-04-04,supermarket,none,tea,23268,29,674772
2025-12-17,clothes,women,top,28764,35,1006740
2025-01-21,stationary,none,pencil,29985,30,899550
2025-02-06,electronics,none,mobile,49861,40,1994440
2025-01-29,supermarket,none,bread,48130,7,336910
2025-03-12,stationary,none,notebook,33149,23,762427
2025-02-16,electronics,none,laptop,52394,1,52394
2025-10-18,stationary,none,page-folder,3707,38,140866
2025-03-18,stationary,none,pen,54004,39,2106156
2025-08-20,electronics,none,laptop,53658,16,858528
2025-03-09,supermarket,none,cooking oil,5247,14,73458
2025-08-26,stationary,none,page-folder,5586,29,161994
2025-03-06,clothes,men,shirt,14394,40,575760
2025-03-12,clothes,women,suits,11663,2,23326
2025-08-10,stationary,none,page-folder,52432,12,629184
2025-03-28,clothes,men,shirt,22366,34,760444
2025-12-02,stationary,none,notebook,37720,15,565800
2025-03-28,stationary,none,pen,35464,31,1099384
2025-03-27,stationary,none,notebook,2954,31,91574
2025-09-18,clothes,men,trouser,49753,15,746295
2025-08-13,electronics,none,laptop,5876,12,70512
2025-01-11,supermarket,none,tea,16537,26,429962
2025-10-27,supermarket,none,bread,55647,34,1891998
2025-02-08,stationary,none,pen,6276,14,87864
2025-12-28,clothes,women,top,58273,8,466184
2025-05-25,supermarket,none,rice,37453,4,149812
2025-05-28,supermarket,none,tea,25391,37,939467
2025-01-29,electronics,none,headphones,59071,2,118142
2025-08-06,clothes,women,top,50655,20,1013100
2025-12-29,stationary,none,page-folder,11334,17,192678
2025-11-09,stationary,none,notebook,13975,28,391300
2025-08-04,electronics,none,mobile,52563,18,946134
2025-12-14,electronics,none,mobile,41492,39,1618188
2025-06-15,supermarket,none,bread,58341,7,408387
2025-08-20,clothes,men,shirt,50485,2,100970
2025-10-03,supermarket,none,cooking oil,15165,33,500445
2025-11-01,stationary,none,pen,59253,26,1540578
2025-10-10,clothes,men,trouser,39119,29,1134451
2025-02-25,electronics,none,headphones,23644,37,874828
2025-04-09,electronics,none,smartwatch,59916,13,778908
2025-05-22,electronics,none,laptop,35467,22,780274
2026-01-01,supermarket,none,cooking oil,13415,12,160980
2025-08-02,stationary,none,notebook,13649,13,177437
2025-10-15,clothes,women,top,11696,36,421056
2025-09-26,supermarket,none,rice,38418,3,115254
2025-11-09,supermarket,none,cooking oil,44800,24,1075200
2025-07-13,stationary,none,pencil,16765,7,117355
2025-08-10,electronics,none,mobile,2669,39,104091
2025-03-22,stationary,none,pen,6562,16,104992
2025-06-14,electronics,none,headphones,49435,19,939265
2025-04-19,stationary,none,page-folder,50268,32,1608576
2025-02-17,clothes,men,shirt,37484,33,1236972
2025-02-13,electronics,none,headphones,36736,2,73472
2025-12-24,electronics,none,mobile,27514,15,412710
2025-12-29,supermarket,none,bread,44972,18,809496
2025-03-16,supermarket,none,rice,41163,35,1440705
2025-03-02,clothes,women,suits,1648,33,54384
2025-07-20,supermarket,none,bread,57839,7,404873
2025-03-11,stationary,none,pen,29888,7,209216
2025-09-29,supermarket,none,tea,23335,32,746720
2025-03-05,clothes,men,shirt,38947,35,1363145
2025-04-05,electronics,none,smartwatch,21565,11,237215
2025-07-20,electronics,none,mobile,1703,16,27248
2025-12-25,clothes,men,trouser,7160,14,100240
2025-08-04,electronics,none,smartwatch,3855,22,84810
2025-07-18,supermarket,none,tea,25639,34,871726
2025-04-26,supermarket,none,tea,17871,26,464646
2025-06-03,electronics,none,headphones,9791,30,293730
2025-10-19,clothes,women,suits,50908,16,814528
2025-09-19,stationary,none,pencil,1143,32,36576
2025-03-20,electronics,none,headphones,46324,22,1019128
2025-11-17,stationary,none,pencil,29690,27,801630
2025-02-25,stationary,none,pen,1463,11,16093
2025-09-19,supermarket,none,rice,57719,30,1731570
2025-01-31,stationary,none,pencil,35985,9,323865
2025-12-27,supermarket,none,tea,16731,39,652509
2025-02-01,electronics,none,mobile,22543,1,22543
2025-03-15,clothes,women,top,49012,11,539132
2025-09-16,clothes,men,trouser,4820,3,14460
2025-11-10,electronics,none,smartwatch,43446,26,1129596
2025-05-14,clothes,women,top,40251,20,805020
2025-05-08,stationary,none,page-folder,42766,40,1710640
2025-08-29,stationary,none,page-folder,24728,13,321464
2025-03-23,electronics,none,mobile,47829,38,1817502
2025-06-09,clothes,women,top,7887,39,307593
2025-05-28,clothes,men,shirt,1581,8,12648
2025-01-14,supermarket,none,tea,36091,15,541365
2025-11-18,supermarket,none,cooking oil,45020,18,810360
2025-08-15,electronics,none,mobile,38779,37,1434823
2025-03-04,supermarket,none,bread,34522,26,897572
2025-07-21,electronics,none,mobile,59776,14,836864
2025-04-30,supermarket,none,rice,47450,24,1138800
2025-01-24,clothes,women,top,46636,33,1538988
2025-06-07,stationary,none,notebook,31748,17,539716
2025-09-08,supermarket,none,cooking oil,20072,39,782808
2025-02-24,electronics,none,headphones,19659,15,294885
2025-07-08,stationary,none,pencil,57314,19,1088966
2025-03-23,supermarket,none,bread,18961,21,398181
2025-04-08,supermarket,none,rice,26288,2,52576
2025-08-24,supermarket,none,bread,19403,40,776120
2025-10-15,supermarket,none,cooking oil,26905,16,430480
2025-09-16,electronics,none,smartwatch,35797,15,536955
2025-03-12,clothes,men,trouser,24330,2,48660
2025-12-14,clothes,women,top,48654,27,1313658
2025-11-20,supermarket,none,rice,12729,28,356412
2025-10-03,supermarket,none,bread,55657,25,1391425
2025-01-30,supermarket,none,cooking oil,18491,12,221892
2025-08-21,clothes,women,top,26569,38,1009622
2025-05-17,electronics,none,smartwatch,53575,1,53575
2025-09-09,supermarket,none,bread,38200,40,1528000
2025-12-23,stationary,none,page-folder,2066,38,78508
2025-06-23,clothes,men,shirt,23960,22,527120
2025-02-22,electronics,none,smartwatch,41919,15,628785
2025-09-30,stationary,none,page-folder,59927,12,719124
2025-04-12,clothes,women,top,57690,11,634590
2025-12-31,supermarket,none,bread,16379,4,65516
2025-05-09,stationary,none,page-folder,9006,7,63042
2025-07-27,supermarket,none,rice,26324,32,842368
2025-02-08,clothes,women,top,37414,1,37414
2025-03-06,electronics,none,laptop,24839,12,298068
2025-09-10,electronics,none,headphones,18181,13,236353
2025-12-16,supermarket,none,bread,23070,40,922800
2025-07-26,supermarket,none,rice,14221,4,56884
2025-01-21,clothes,women,suits,53415,14,747810
2025-03-16,electronics,none,smartwatch,50328,16,805248
2025-12-12,clothes,women,top,50032,7,350224
2025-03-24,clothes,men,trouser,41904,34,1424736
2025-02-05,clothes,women,top,37738,36,1358568
2025-03-20,stationary,none,notebook,59234,5,296170
2025-05-24,supermarket,none,cooking oil,59440,10,594400
2025-09-15,clothes,men,trouser,55079,8,440632
2025-12-12,electronics,none,mobile,46333,7,324331
2025-12-21,supermarket,none,bread,29462,17,500854
2025-05-28,stationary,none,notebook,51974,23,1195402
2025-09-02,electronics,none,mobile,22512,38,855456
2025-11-10,stationary,none,pen,15121,10,151210
2025-01-09,clothes,men,trouser,53133,14,743862
2025-12-27,clothes,women,suits,25775,39,1005225
2025-05-22,clothes,women,suits,56530,12,678360
2025-11-21,stationary,none,notebook,22275,6,133650
2025-01-19,stationary,none,pencil,41511,7,290577
2025-05-19,clothes,men,trouser,55974,30,1679220
2025-08-25,clothes,men,trouser,23968,12,287616
2025-10-11,supermarket,none,bread,13098,26,340548
2025-01-06,clothes,women,top,46065,8,368520
2025-07-26,clothes,men,shirt,37748,8,301984
2025-01-15,electronics,none,mobile,11440,13,148720
2025-11-26,electronics,none,laptop,14999,12,179988
2025-05-19,stationary,none,page-folder,29626,19,562894
2025-04-19,supermarket,none,bread,36767,37,1360379
2025-07-14,clothes,men,trouser,33652,7,235564
2025-02-04,clothes,men,shirt,24849,17,422433
2025-11-16,electronics,none,mobile,52648,18,947664
2025-08-20,supermarket,none,rice,51998,25,1299950
2025-11-01,clothes,men,shirt,56442,29,1636818
2025-03-03,clothes,women,suits,24950,30,748500
2025-02-14,clothes,women,suits,10488,22,230736
2025-08-18,clothes,men,shirt,16060,17,273020
2025-05-12,clothes,men,trouser,2848,21,59808
2025-02-24,clothes,men,shirt,13793,2,27586
2025-06-22,clothes,men,trouser,21344,17,362848
2025-09-06,stationary,none,notebook,39029,22,858638
2025-01-11,stationary,none,notebook,52116,33,1719828
2025-03-04,electronics,none,laptop,20958,1,20958
2025-10-17,clothes,women,suits,50192,7,351344
2025-05-21,supermarket,none,tea,34189,23,786347
2025-06-02,supermarket,none,rice,18354,32,587328
2025-11-24,supermarket,none,bread,7710,21,161910
2025-09-01,supermarket,none,tea,38718,17,658206
2025-04-11,supermarket,none,cooking oil,14796,14,207144
2025-08-01,electronics,none,mobile,47921,35,1677235
2025-05-21,stationary,none,pen,47340,18,852120
2025-06-12,stationary,none,pen,53404,4,213616
2025-04-27,electronics,none,laptop,51149,1,51149
2025-10-18,supermarket,none,bread,25932,24,622368
2025-03-18,stationary,none,pencil,21159,35,740565
2025-05-01,clothes,men,shirt,48490,35,1697150
2025-06-06,electronics,none,mobile,1671,28,46788
2025-10-10,stationary,none,pen,34758,12,417096
2025-02-12,clothes,women,top,27862,10,278620
2025-05-24,stationary,none,pen,41191,26,1070966
2025-06-29,electronics,none,smartwatch,19186,21,402906
2025-04-26,stationary,none,pen,30144,39,1175616
2025-12-27,clothes,women,suits,30193,39,1177527
2025-12-16,electronics,none,laptop,25451,14,356314
2025-08-27,clothes,men,trouser,42033,4,168132
2025-03-30,stationary,none,notebook,19505,19,370595
2025-06-19,supermarket,none,cooking oil,41368,25,1034200
2025-03-03,electronics,none,mobile,10549,20,210980
2025-03-18,electronics,none,laptop,14625,24,351000
2025-11-18,electronics,none,smartwatch,54890,30,1646700
2025-11-01,clothes,men,shirt,51624,27,1393848
2025-02-05,supermarket,none,rice,3292,27,88884
2025-04-20,stationary,none,pen,16676,20,333520
2025-02-04,electronics,none,headphones,10955,33,361515
2025-09-23,clothes,men,trouser,23066,24,553584
2025-06-07,electronics,none,smartwatch,42044,38,1597672
2025-08-25,electronics,none,smartwatch,36100,6,216600
2025-07-13,clothes,women,suits,58360,16,933760
2025-12-04,electronics,none,smartwatch,20602,8,164816
2025-01-16,stationary,none,pen,37713,37,1395381
2025-12-25,clothes,women,top,16813,5,84065
2025-03-04,stationary,none,page-folder,19891,11,218801
2025-03-02,electronics,none,smartwatch,4930,4,19720
2025-03-08,electronics,none,laptop,2911,36,104796
2025-07-26,stationary,none,page-folder,7357,34,250138
2025-10-29,supermarket,none,cooking oil,14869,25,371725
2025-09-02,supermarket,none,tea,41615,33,1373295
2025-11-21,stationary,none,notebook,11685,19,222015
2025-03-18,supermarket,none,cooking oil,6432,20,128640
2025-05-15,stationary,none,pencil,44027,17,748459
2025-08-28,clothes,women,suits,19081,3,57243
2025-10-04,stationary,none,pen,42923,34,1459382
2025-01-23,clothes,men,shirt,1565,29,45385
2025-10-21,clothes,women,top,52400,20,1048000
2025-12-21,electronics,none,mobile,47729,28,1336412
2025-09-29,supermarket,none,cooking oil,25654,12,307848
2025-05-24,supermarket,none,rice,39288,39,1532232
2025-10-13,electronics,none,headphones,34917,25,872925
2025-07-07,stationary,none,page-folder,38396,36,1382256
2025-03-09,supermarket,none,bread,51665,18,929970
2025-09-08,electronics,none,headphones,56222,17,955774
2025-12-07,electronics,none,mobile,19604,21,411684
2025-07-17,stationary,none,notebook,49970,13,649610
2025-09-29,supermarket,none,tea,14833,20,296660
2025-02-05,electronics,none,mobile,47205,1,47205
2025-05-26,electronics,none,headphones,36483,17,620211
2025-03-11,stationary,none,page-folder,49484,40,1979360
2025-09-29,supermarket,none,bread,34066,3,102198
2025-02-11,stationary,none,pen,41823,4,167292
2025-05-20,supermarket,none,cooking oil,12976,9,116784
2025-07-24,stationary,none,page-folder,23175,22,509850
2025-05-12,clothes,women,suits,6680,15,100200
2025-03-05,electronics,none,mobile,58509,30,1755270
2025-05-07,stationary,none,notebook,55289,28,1548092
2025-05-17,stationary,none,pencil,55990,36,2015640
2025-05-29,clothes,men,trouser,40219,35,1407665
2025-01-20,supermarket,none,rice,22836,6,137016
2025-11-26,clothes,men,trouser,49742,36,1790712
2025-03-29,electronics,none,headphones,35155,18,632790
2025-01-29,electronics,none,mobile,10479,28,293412
2025-09-11,supermarket,none,tea,10619,1,10619
2025-12-04,stationary,none,page-folder,28621,37,1058977
2025-03-29,electronics,none,laptop,13925,13,181025
2025-11-13,stationary,none,pencil,11144,4,44576
2025-03-13,electronics,none,headphones,37573,8,300584
2025-09-07,clothes,women,suits,34402,40,1376080
2025-04-18,electronics,none,headphones,28824,29,835896
2025-06-18,electronics,none,mobile,47506,23,1092638
2025-05-03,electronics,none,headphones,211,31,6541
2025-07-08,stationary,none,notebook,25135,10,251350
2025-10-03,electronics,none,headphones,17777,2,35554
2025-05-29,stationary,none,page-folder,37756,9,339804
2025-09-02,electronics,none,headphones,23880,15,358200
2025-09-03,supermarket,none,rice,35901,36,1292436
2025-11-17,electronics,none,smartwatch,58188,21,1221948
2025-01-04,clothes,men,shirt,11256,36,405216
2025-07-26,supermarket,none,cooking oil,59247,7,414729
2025-02-18,supermarket,none,tea,17674,6,106044
2025-01-31,stationary,none,pencil,26367,28,738276
2025-12-03,supermarket,none,cooking oil,54855,37,2029635
2025-09-03,stationary,none,notebook,13551,27,365877
2025-04-05,electronics,none,laptop,5190,35,181650
2025-12-05,clothes,women,top,42184,25,1054600
2025-04-08,clothes,women,suits,14766,18,265788
2025-02-27,stationary,none,page-folder,13215,36,475740
2025-07-06,stationary,none,pencil,48659,16,778544
2025-10-23,supermarket,none,rice,18308,8,146464
2025-10-05,stationary,none,pencil,55622,39,2169258
2025-02-11,clothes,women,top,23079,36,830844
2025-02-25,stationary,none,notebook,9027,39,352053
2025-02-03,stationary,none,page-folder,2246,22,49412
2025-05-02,supermarket,none,bread,23773,11,261503
2025-06-09,supermarket,none,cooking oil,52141,8,417128
2025-11-18,supermarket,none,cooking oil,5659,13,73567
2025-03-28,supermarket,none,cooking oil,28036,1,28036
2025-05-03,electronics,none,smartwatch,37000,38,1406000
2025-12-07,stationary,none,notebook,17625,19,334875
2025-05-29,electronics,none,mobile,2165,37,80105
2025-12-03,electronics,none,smartwatch,57648,19,1095312
2025-06-21,electronics,none,mobile,30117,29,873393
2025-11-19,clothes,women,top,27636,16,442176
2025-04-19,clothes,women,suits,47786,38,1815868
2025-07-04,electronics,none,smartwatch,27925,27,753975
2025-10-10,supermarket,none,rice,54499,37,2016463
2025-10-23,electronics,none,headphones,25575,21,537075
2025-07-19,electronics,none,smartwatch,55268,18,994824
2025-06-03,supermarket,none,tea,59459,3,178377
2025-05-20,supermarket,none,rice,25573,17,434741
2025-06-23,supermarket,none,cooking oil,59454,40,2378160
2025-12-23,supermarket,none,rice,38625,37,1429125
2025-08-31,supermarket,none,tea,46158,14,646212
2025-08-26,clothes,men,shirt,10304,25,257600
2025-01-09,stationary,none,page-folder,47192,2,94384
2025-08-16,electronics,none,smartwatch,4177,24,100248
2025-02-17,clothes,women,suits,15959,24,383016
2025-10-13,stationary,none,pencil,14774,30,443220
2025-12-16,supermarket,none,bread,37403,40,1496120
2025-06-05,stationary,none,pen,25886,4,103544
2025-12-29,stationary,none,notebook,26196,30,785880
2025-03-10,stationary,none,pencil,48265,37,1785805
2025-05-04,supermarket,none,rice,27822,10,278220
2025-09-17,supermarket,none,rice,32092,40,1283680
2025-12-04,supermarket,none,tea,26564,24,637536
2025-06-24,electronics,none,mobile,47884,2,95768
2025-03-08,clothes,men,shirt,29518,15,442770
2025-10-20,clothes,men,trouser,18554,39,723606
2025-09-04,stationary,none,pen,26900,19,511100
2025-08-28,stationary,none,pencil,756,14,10584
2025-03-21,electronics,none,mobile,29557,5,147785
2025-05-31,electronics,none,laptop,14519,18,261342
2025-10-17,supermarket,none,rice,36073,26,937898
2025-05-31,electronics,none,mobile,24906,19,473214
2025-07-26,clothes,men,trouser,932,15,13980
2025-10-28,stationary,none,page-folder,27619,17,469523
2025-03-27,supermarket,none,cooking oil,47166,18,848988
2025-02-26,supermarket,none,bread,13699,17,232883
2025-03-27,stationary,none,notebook,44906,27,1212462
2025-04-06,stationary,none,pen,8983,36,323388
2025-12-07,supermarket,none,rice,25021,3,75063
2025-03-18,clothes,women,suits,38697,21,812637
2025-01-07,supermarket,none,cooking oil,16152,26,419952
2025-02-01,clothes,women,top,1128,13,14664
2025-05-26,clothes,women,top,20822,19,395618
